Keyword,Country,Location,Language,Entities,Branded,Local,Navigational,Informational,Commercial,Transactional,SERP features,Volume,KD,CPC,Previous organic traffic,Current organic traffic,Organic traffic change,Current paid traffic,Previous position,Current position,Position change,Previous position kind,Previous URL,Current position kind,Current URL,Previous date,Current date
my condolences,ZA,South Africa,English,,false,false,false,true,false,false,"People also ask, Sitelinks, Video preview",800,4,0.01,0,,,,79,,Lost,,https://www.lvly.com.au/blogs/lvly-blog/10-sympathy-messages-to-show-youre-thinking-of-them,,,2026-01-28 18:48:18,
family member death condolence message,IN,India,English,,false,false,false,true,false,false,"AI Overview, Thumbnail, Sitelinks, People also ask, Video preview",300,14,,0,,,,82,,Lost,,https://www.lvly.com.au/blogs/lvly-blog/10-sympathy-messages-to-show-youre-thinking-of-them,,,2025-12-29 06:27:16,
my condolences to you,US,United States,English,,false,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Sitelinks, Video preview",400,2,0.03,0,,,,79,,Lost,,https://www.lvly.com.au/blogs/lvly-blog/10-sympathy-messages-to-show-youre-thinking-of-them,,,2026-01-16 18:54:25,
words for someone who lost their mother,US,United States,English,,false,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Sitelinks, Video preview",800,8,0.02,0,,,,85,,Lost,,https://www.lvly.com.au/blogs/lvly-blog/10-sympathy-messages-to-show-youre-thinking-of-them,,,2026-01-14 11:28:59,
short sympathy message for loss of mother,NG,Nigeria,English,,false,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Sitelinks, Video preview",300,22,0.52,0,,,,82,,Lost,,https://www.lvly.com.au/blogs/lvly-blog/10-sympathy-messages-to-show-youre-thinking-of-them,,,2026-01-28 04:15:54,
sympathy message for loss of husband,US,United States,English,,false,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Video preview",450,14,0.02,0,,,,84,,Lost,,https://www.lvly.com.au/blogs/lvly-blog/10-sympathy-messages-to-show-youre-thinking-of-them,,,2026-01-27 10:06:52,
message for condolence,PH,Philippines,English,,false,false,false,true,false,false,"AI Overview, Thumbnail, Sitelinks, People also ask, Video preview",300,7,0.01,0,,,,80,,Lost,,https://www.lvly.com.au/blogs/lvly-blog/10-sympathy-messages-to-show-youre-thinking-of-them,,,2026-01-02 10:39:39,
deepest condolences messages,IN,India,English,,false,false,false,true,false,false,"AI Overview, Thumbnail, Sitelinks, People also ask, Video preview",250,3,0.02,0,,,,81,,Lost,,https://www.lvly.com.au/blogs/lvly-blog/10-sympathy-messages-to-show-youre-thinking-of-them,,,2025-12-29 18:28:20,
short condolence message,NG,Nigeria,English,,false,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Sitelinks, Video preview",1300,17,0.01,0,,,,89,,Lost,,https://www.lvly.com.au/blogs/lvly-blog/10-sympathy-messages-to-show-youre-thinking-of-them,,,2026-01-17 00:52:55,
heartfelt my deepest condolences,US,United States,English,,false,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Sitelinks, Video preview",350,1,0.10,0,,,,83,,Lost,,https://www.lvly.com.au/blogs/lvly-blog/10-sympathy-messages-to-show-youre-thinking-of-them,,,2025-12-30 02:56:10,
romantic gifts,AU,Australia,English,,false,false,false,true,true,false,"AI Overview, Thumbnail, Sitelinks, People also ask, Shopping, Video preview",300,1,0.59,0,,,,81,,Lost,,https://www.lvly.com.au/blogs/lvly-blog/thoughtful-unique-anniversary-gift-ideas-for-your-special-someone,,,2026-01-07 10:06:33,
words of comfort for loss of mother,US,United States,English,,false,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Discussions and forums, Top stories, Video preview",700,3,0.02,0,,,,86,,Lost,,https://www.lvly.com.au/blogs/lvly-blog/10-sympathy-messages-to-show-youre-thinking-of-them,,,2026-01-12 07:02:59,
short condolence message professional,US,United States,English,,false,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Sitelinks, Video preview",500,1,0.03,0,,,,85,,Lost,,https://www.lvly.com.au/blogs/lvly-blog/10-sympathy-messages-to-show-youre-thinking-of-them,,,2026-01-29 15:47:09,
flower rose,AU,Australia,English,,false,false,false,true,true,true,"Shopping, Thumbnail, Sitelinks, People also ask, Knowledge panel, Video preview",100,6,0.89,0,,,,67,,Lost,,https://www.lvly.com.au/products/roses,,,2025-12-20 17:57:24,
sorry for your loss,NZ,New Zealand,English,Sorry for Your Loss (Work),true,false,false,true,false,false,"Thumbnail, People also ask, Sitelinks, Video preview",150,29,0.01,0,,,,76,,Lost,,https://www.lvly.com.au/blogs/lvly-blog/10-sympathy-messages-to-show-youre-thinking-of-them,,,2026-01-18 09:02:38,
flowers across melbourne,AU,Australia,English,Melbourne (Location),false,true,false,true,true,false,"Sitelinks, Bottom ads, Paid sitelinks, Video preview",3500,54,1.13,0,,,,8,,Lost,,https://www.lvly.com.au/,,,2026-01-27 03:30:00,
sympathy notes for loss of mother,US,United States,English,,false,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Sitelinks, Video preview",200,7,0.02,0,,,,82,,Lost,,https://www.lvly.com.au/blogs/lvly-blog/10-sympathy-messages-to-show-youre-thinking-of-them,,,2026-01-21 05:28:31,
how to say condolences to a friend,PH,Philippines,English,,false,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Discussions and forums, Video preview",800,18,0.01,0,,,,87,,Lost,,https://www.lvly.com.au/blogs/lvly-blog/10-sympathy-messages-to-show-youre-thinking-of-them,,,2026-01-22 12:10:45,
online gifts,AU,Australia,English,,false,false,false,true,true,true,"Sitelinks, Thumbnail, People also ask, Discussions and forums, Shopping",300,57,0.89,0,,,,82,,Lost,,https://www.lvly.com.au/collections/shop-all,,,2026-01-02 19:34:11,
words to comfort someone who lost a loved one,ZA,South Africa,English,,false,false,false,true,false,false,"AI Overview, Thumbnail, Sitelinks, People also ask, Discussions and forums, Video preview",250,13,0.01,0,,,,79,,Lost,,https://www.lvly.com.au/blogs/lvly-blog/10-sympathy-messages-to-show-youre-thinking-of-them,,,2025-12-22 22:28:35,
my sincere condolences,ZA,South Africa,English,,false,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Sitelinks, Video preview",200,17,0.01,0,0,0,,87,77,10,,https://www.lvly.com.au/blogs/lvly-blog/10-sympathy-messages-to-show-youre-thinking-of-them,,https://www.lvly.com.au/blogs/lvly-blog/10-sympathy-messages-to-show-youre-thinking-of-them,2025-12-30 21:52:07,2026-03-06 18:19:56
short condolence message professional,PH,Philippines,English,,false,false,false,true,false,false,"AI Overview, Thumbnail, Sitelinks, People also ask, Video preview",600,2,0.01,0,,,,86,,Lost,,https://www.lvly.com.au/blogs/lvly-blog/10-sympathy-messages-to-show-youre-thinking-of-them,,,2026-01-27 16:10:31,
condolences to you and your family,SG,Singapore,English,,false,false,false,true,false,false,"People also ask, Sitelinks, Discussions and forums, Video preview",250,12,0.01,0,,,,78,,Lost,,https://www.lvly.com.au/blogs/lvly-blog/10-sympathy-messages-to-show-youre-thinking-of-them,,,2026-01-19 07:45:36,
what to write in a sympathy card,NZ,New Zealand,English,,false,false,false,true,false,false,"Featured snippet, People also ask, Thumbnail, Video preview",150,9,0.01,0,,,,80,,Lost,,https://www.lvly.com.au/blogs/lvly-blog/10-sympathy-messages-to-show-youre-thinking-of-them,,,2025-12-30 20:49:14,
sympathy words for loss of mother,US,United States,English,,false,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Sitelinks, Video preview",250,2,0.02,0,,,,82,,Lost,,https://www.lvly.com.au/blogs/lvly-blog/10-sympathy-messages-to-show-youre-thinking-of-them,,,2025-12-29 11:57:08,
aboriginal flowers,AU,Australia,English,,false,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Sitelinks, Video preview",150,0,0.58,0,,,,79,,Lost,,https://www.lvly.com.au/collections/native-flowers,,,2026-01-19 01:10:25,
things to say in a sympathy card,US,United States,English,,false,false,false,true,false,false,"Sitelinks, People also ask, Thumbnail, Video preview",600,12,0.02,0,,,,85,,Lost,,https://www.lvly.com.au/blogs/lvly-blog/10-sympathy-messages-to-show-youre-thinking-of-them,,,2026-01-23 18:39:05,
dried flower,TH,Thailand,English,,false,false,false,true,true,true,"Thumbnail, Sitelinks, Local teaser, Video preview",200,0,0.05,,0,,,,81,New,,,,https://www.lvly.com.au/collections/shop-all-flowers,,2026-02-11 06:00:36
what do you say when someone passes away,CA,Canada,English,,false,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Sitelinks, Video preview",200,12,0.01,0,,,,81,,Lost,,https://www.lvly.com.au/blogs/lvly-blog/10-sympathy-messages-to-show-youre-thinking-of-them,,,2026-01-14 04:01:18,
customisable gifts,AU,Australia,English,,false,false,false,true,true,false,"Thumbnail, Sitelinks, Shopping, Video preview",200,26,0.57,0,,,,80,,Lost,,https://www.lvly.com.au/collections/personalised-gifts,,,2026-01-27 12:53:40,
deepest condolences message,TT,Trinidad And Tobago,English,,false,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Sitelinks, Video preview",20,8,,0,,,,72,,Lost,,https://www.lvly.com.au/blogs/lvly-blog/10-sympathy-messages-to-show-youre-thinking-of-them,,,2025-11-13 14:41:47,
loss of dad message,US,United States,English,,false,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Sitelinks, Video preview",150,9,0.01,0,,,,81,,Lost,,https://www.lvly.com.au/blogs/lvly-blog/10-sympathy-messages-to-show-youre-thinking-of-them,,,2026-01-03 10:03:45,
our sincerest condolences,US,United States,English,,false,false,false,true,false,false,"People also ask, Discussions and forums, Sitelinks, Thumbnail, Video preview",200,1,0.03,0,0,0,,84,77,7,,https://www.lvly.com.au/blogs/lvly-blog/10-sympathy-messages-to-show-youre-thinking-of-them,,https://www.lvly.com.au/blogs/lvly-blog/10-sympathy-messages-to-show-youre-thinking-of-them,2025-12-27 22:12:10,2026-02-08 23:04:06
condolence message for death of mother,IN,India,English,,false,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Sitelinks, Video preview",150,1,0.02,0,,,,81,,Lost,,https://www.lvly.com.au/blogs/lvly-blog/10-sympathy-messages-to-show-youre-thinking-of-them,,,2026-01-09 21:40:39,
what to tell someone who lost a loved one,US,United States,English,,false,false,false,true,false,false,"AI Overview, Thumbnail, Video preview, People also ask, Discussions and forums, Sitelinks",300,20,0.01,,0,,,,84,New,,,,https://www.lvly.com.au/blogs/lvly-blog/10-sympathy-messages-to-show-youre-thinking-of-them,,2026-03-06 06:02:34
sad message on death,IN,India,English,,false,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Video preview",200,24,0.01,0,,,,82,,Lost,,https://www.lvly.com.au/blogs/lvly-blog/10-sympathy-messages-to-show-youre-thinking-of-them,,,2026-01-08 00:20:26,
death condolence message,PH,Philippines,English,,false,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Video preview",1200,14,0.01,0,,,,90,,Lost,,https://www.lvly.com.au/blogs/lvly-blog/10-sympathy-messages-to-show-youre-thinking-of-them,,,2026-01-20 01:34:41,
condolence message on death of friend,IN,India,English,,false,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Sitelinks, Video preview",150,12,0.01,0,,,,79,,Lost,,https://www.lvly.com.au/blogs/lvly-blog/10-sympathy-messages-to-show-youre-thinking-of-them,,,2026-01-05 08:07:32,
short condolence message to a friend,IN,India,English,,false,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Sitelinks, Video preview",600,27,0.01,0,,,,87,,Lost,,https://www.lvly.com.au/blogs/lvly-blog/10-sympathy-messages-to-show-youre-thinking-of-them,,,2026-01-15 15:13:22,
death condolences message,IN,India,English,,false,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Video preview",900,12,0.02,0,,,,87,,Lost,,https://www.lvly.com.au/blogs/lvly-blog/10-sympathy-messages-to-show-youre-thinking-of-them,,,2026-01-19 20:53:58,
comfort words for someone who lost their mother,US,United States,English,,false,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Sitelinks, Video preview",250,6,,0,,,,84,,Lost,,https://www.lvly.com.au/blogs/lvly-blog/10-sympathy-messages-to-show-youre-thinking-of-them,,,2026-01-27 22:44:34,
my sincere condolences,US,United States,English,,false,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Sitelinks, Top stories, Video preview",1400,2,0.02,0,,,,87,,Lost,,https://www.lvly.com.au/blogs/lvly-blog/10-sympathy-messages-to-show-youre-thinking-of-them,,,2026-01-22 04:52:27,
short condolence message,ID,Indonesia,English,,false,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Sitelinks, Video preview",250,14,0.01,0,,,,83,,Lost,,https://www.lvly.com.au/blogs/lvly-blog/10-sympathy-messages-to-show-youre-thinking-of-them,,,2025-12-28 08:01:29,
unique condolence message,IN,India,English,,false,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Video preview",350,12,0.01,0,,,,85,,Lost,,https://www.lvly.com.au/blogs/lvly-blog/10-sympathy-messages-to-show-youre-thinking-of-them,,,2026-01-29 18:26:07,
words for someone grieving,US,United States,English,,false,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Video preview",200,5,0.02,0,,,,82,,Lost,,https://www.lvly.com.au/blogs/lvly-blog/10-sympathy-messages-to-show-youre-thinking-of-them,,,2026-01-11 07:36:47,
condolences quotes for death,GB,United Kingdom,English,,false,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Sitelinks, Video preview",20,26,,0,,,,72,,Lost,,https://www.lvly.com.au/blogs/lvly-blog/10-sympathy-messages-to-show-youre-thinking-of-them,,,2026-01-12 20:52:51,
sympathy note for loss of mother,US,United States,English,,false,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Sitelinks, Video preview",300,7,0.03,0,,,,84,,Lost,,https://www.lvly.com.au/blogs/lvly-blog/10-sympathy-messages-to-show-youre-thinking-of-them,,,2025-12-25 06:45:51,
funny birthday messages,AU,Australia,English,,false,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Sitelinks, Video preview",1400,34,0.01,0,,,,27,,Lost,,https://www.lvly.com.au/blogs/lvly-blog/10-funny-birthday-messages,,,2026-01-25 05:18:33,
what to write in a sympathy card to a friend,US,United States,English,,false,false,false,true,false,false,"AI Overview, Thumbnail, Sitelinks, People also ask, Discussions and forums, Video preview",600,11,0.02,0,,,,88,,Lost,,https://www.lvly.com.au/blogs/lvly-blog/10-sympathy-messages-to-show-youre-thinking-of-them,,,2026-01-13 03:32:08,
rip messages,ZA,South Africa,English,,false,false,false,true,false,false,"Featured snippet, Thumbnail, People also ask, Sitelinks, Video preview",800,31,0.01,0,,,,85,,Lost,,https://www.lvly.com.au/blogs/lvly-blog/10-sympathy-messages-to-show-youre-thinking-of-them,,,2026-01-22 03:03:13,
condolences sorry for your loss images,US,United States,English,,false,false,false,true,true,false,"People also ask, Thumbnail, Video preview, Sitelinks",250,0,0.08,0,,,,84,,Lost,,https://www.lvly.com.au/blogs/lvly-blog/10-sympathy-messages-to-show-youre-thinking-of-them,,,2026-01-28 06:34:57,
our deepest sympathy and condolences,PH,Philippines,English,,false,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Sitelinks, Video preview",300,7,0.01,0,,,,85,,Lost,,https://www.lvly.com.au/blogs/lvly-blog/10-sympathy-messages-to-show-youre-thinking-of-them,,,2025-12-30 04:17:52,
words of comfort for loss,GB,United Kingdom,English,,false,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Discussions and forums, Video preview",250,7,0.01,0,,,,83,,Lost,,https://www.lvly.com.au/blogs/lvly-blog/10-sympathy-messages-to-show-youre-thinking-of-them,,,2026-01-10 12:14:15,
message for sympathy card,US,United States,English,,false,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Sitelinks, Discussions and forums, Video preview",350,9,0.02,0,,,,3,,Lost,People also ask,https://www.lvly.com.au/blogs/lvly-blog/10-sympathy-messages-to-show-youre-thinking-of-them,,,2026-01-03 14:26:58,
deep condolences to you,MY,Malaysia,English,,false,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Sitelinks, Video preview",200,12,0.37,0,,,,83,,Lost,,https://www.lvly.com.au/blogs/lvly-blog/10-sympathy-messages-to-show-youre-thinking-of-them,,,2026-01-22 18:29:35,
condolence messages for loss of mother,NG,Nigeria,English,,false,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Sitelinks, Video preview",200,13,0.01,0,0,0,,67,81,-14,,https://www.lvly.com.au/blogs/lvly-blog/10-sympathy-messages-to-show-youre-thinking-of-them,,https://www.lvly.com.au/blogs/lvly-blog/10-sympathy-messages-to-show-youre-thinking-of-them,2026-01-18 00:58:02,2026-03-02 03:43:14
i'm sorry to hear that,PH,Philippines,English,,false,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Sitelinks, Video preview",200,0,,0,,,,82,,Lost,,https://www.lvly.com.au/blogs/lvly-blog/10-sympathy-messages-to-show-youre-thinking-of-them,,,2026-01-01 20:20:08,
