Keyword,Country,Location,Language,Entities,Branded,Local,Navigational,Informational,Commercial,Transactional,SERP features,Volume,KD,CPC,Organic traffic,Paid traffic,Current position,Current position kind,Current URL,Updated
persyaratan naik pesawat dari surabaya ke banjarmasin,ID,Indonesia,Indonesian,"Surabaya (Location), Banjarmasin (Location)",false,true,false,true,false,false,"People also ask, Video preview",0,0,,0,0,11,,https://www.airasia.com/aa/about-us/id/id/terms-and-conditions-ak.html,2026-03-30 14:23:41
airasia bangalore to kolkata flight status,IN,India,English,AirAsia (Organization),true,true,false,true,false,false,"AI Overview, People also ask",0,0,0.03,0,0,1,,https://www.airasia.com/flightstatus/en/gb,2026-04-14 10:16:24
seat dekat sayap pesawat air asia,MY,Malaysia,Indonesian,AirAsia (Organization),true,false,false,true,false,false,People also ask,0,0,,0,0,2,,https://www.airasia.com/aa/inflight-comforts/en/gb/seats.html,2026-03-31 13:10:23
i5 330 flight status,IN,India,English,I5 330 (Event),true,false,false,true,false,false,"People also ask, Sitelinks",0,6,,0,0,6,,https://www.airasia.com/flightstatus/en/gb,2026-03-30 18:50:03
air asia pnr checking,IN,India,English,AirAsia (Organization),true,false,false,true,false,false,People also ask,0,44,,0,0,1,,https://www.airasia.com/check-in/en/gb,2026-04-17 06:57:28
www.airasia airlines.co.in,IN,India,,AirAsia (Organization),true,false,true,true,false,false,Sitelinks,0,72,0.04,0,0,1,,https://www.airasia.com/en/gb,2026-04-03 19:11:27
flight iloilo to bali,US,United States,English,,false,false,false,true,true,true,,0,0,,0,0,8,,https://www.airasia.com/flights/from-iloilo-ilo-to-bali-dps/,2026-03-30 19:19:16
how to book piso fare in airasia,PH,Philippines,English,"AirAsia (Organization), Piso Fare (Event)",true,false,false,true,false,true,"AI Overview, Thumbnail, People also ask, Discussions and forums",0,1,0.04,0,0,1,AI Overview,https://www.airasia.com/flights/ph/en/campaign-piso-sale/,2026-03-30 17:51:45
โปรโมชั่นเที่ยวบิน,TH,Thailand,Thai,,false,false,false,true,true,false,"AI Overview, Thumbnail, People also ask, Video preview",20,0,0.09,0,0,1,AI Overview,https://www.airasia.com/flights/th/th/campaign-free-seat/,2026-04-06 19:38:28
airasiasuperapp,ID,Indonesia,,AirAsia MOVE (Product),true,false,false,true,false,false,"People also ask, Video preview",0,0,,0,0,1,,https://www.airasia.com/aa/appdownload/id/id/,2026-03-29 03:14:48
flight cebu to perth,US,United States,English,,false,false,false,true,true,false,People also ask,0,0,,0,0,10,,https://www.airasia.com/flights/from-cebu-ceb-to-perth-per/,2026-03-29 21:43:48
air asia app download,AU,Australia,English,AirAsia MOVE (Product),true,false,false,false,true,true,People also ask,0,54,,0,0,1,,https://www.airasia.com/aa/appdownload/,2026-04-15 17:37:47
จองตั๋วเครื่องบิน น่าน กรุงเทพ,TH,Thailand,Thai,"Nan (Location), Bangkok (Location)",false,true,false,false,true,true,"AI Overview, Thumbnail, People also ask",20,0,0.07,0,0,1,AI Overview,https://www.airasia.com/flights/th/th/from-nan-nnt-to-bangkok-dmk/,2026-03-31 07:12:38
airasia机票,AU,Australia,Chinese,AirAsia tickets (Product),true,false,true,true,true,true,"Sitelinks, People also ask",0,54,0.15,0,0,1,,https://www.airasia.com/flights/zh/cn/,2026-04-17 17:24:38
air aisa checkin,IN,India,English,AirAsia (Organization),true,false,true,false,false,true,,0,30,,0,0,1,,https://www.airasia.com/check-in/en/gb,2026-04-14 00:23:52
air asia main office manila,PH,Philippines,English,"AirAsia (Organization), Manila (Location)",true,true,false,true,false,false,"Local pack, People also ask, Thumbnail",0,3,,0,0,5,,https://www.airasia.com/aa/pdf/sales-office/list-of-sales-office.pdf,2026-04-15 00:25:27
air asia baggage policy,PH,Philippines,English,AirAsia (Organization),true,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Sitelinks, Video preview",100,2,0.01,0,0,1,AI Overview,https://www.airasia.com/aa/inflight-comforts/en/gb/baggage.html,2026-03-30 11:42:28
airasia xpress,IN,India,,AirAsia Xpress (Organization),true,false,false,true,true,false,"People also ask, Sitelinks",0,18,0.04,0,0,3,,https://www.airasia.com/en/gb,2026-04-05 18:24:20
www.air asia.com ph,TW,Taiwan,,"AirAsia (Organization), Philippines (Location)",true,true,true,true,false,false,Top ads,0,59,,0,0,1,,https://www.airasia.com/flights/philippines/,2026-03-22 21:30:44
airasia flatbed,SG,Singapore,English,AirAsia (Organization),true,false,false,true,true,false,"AI Overview, Thumbnail, Video preview, People also ask, Sitelinks",100,0,,0,0,1,AI Overview,https://www.airasia.com/aa/inflight-comforts/en/gb/premium-flatbed.html,2026-03-25 07:29:02
air asia baggage policy,US,United States,English,AirAsia (Organization),true,false,false,true,false,false,"AI Overview, Thumbnail, Sitelinks, People also ask, Video preview, Top stories",100,2,0.16,0,0,1,AI Overview,https://www.airasia.com/aa/inflight-comforts/en/gb/baggage.html,2026-04-08 23:48:56
air asia baggage policy,MY,Malaysia,English,AirAsia (Organization),true,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Sitelinks, Video preview",80,2,0.24,0,0,1,AI Overview,https://www.airasia.com/aa/pdf/about-us/fee-charges-d7.pdf,2026-04-21 01:42:32
penalti tukar tiket air asia,MY,Malaysia,Malay,AirAsia (Organization),true,false,false,true,false,false,"Sitelinks, Video preview",0,0,,0,0,4,,https://www.airasia.com/aa/about-us/ms/my/flights-general-terms-and-conditions.html,2026-04-26 07:40:27
airasia india checkin,IN,India,English,"AirAsia (Organization), India (Location)",true,false,true,false,false,true,,0,36,0.01,0,0,1,,https://www.airasia.com/check-in/en/gb,2026-04-09 10:17:17
airasia flight and hotel deals,MY,Malaysia,English,AirAsia (Organization),true,false,false,true,true,true,Thumbnail,0,2,0.13,0,0,1,,https://www.airasia.com/aa/flight-hotel-deals/en/my/,2026-04-10 02:10:28
i5798 flight status,IN,India,English,I5798 (Event),true,false,false,true,false,false,"Sitelinks, People also ask",0,28,,0,0,5,,https://www.airasia.com/flightstatus/en/gb,2026-04-10 07:27:21
d7 200 flight status,AU,Australia,English,D7 200 (Event),true,false,false,true,false,false,"People also ask, Sitelinks",0,0,,0,0,5,,https://www.airasia.com/flightstatus/,2026-04-09 07:59:50
airasia x gold coast,AU,Australia,English,"AirAsia X (Organization), Gold Coast (Location)",true,true,false,true,false,false,"Sitelinks, People also ask, Video preview, Thumbnail",0,0,0.61,0,0,2,,https://www.airasia.com/flights/gold-coast-queensland/,2026-04-26 11:25:28
promo ticket manila to pagadian 2023,PH,Philippines,English,Manila to Pagadian (Event),false,true,false,true,true,true,Sitelinks,0,0,0.03,0,0,9,,https://www.airasia.com/flights/from-manila-mnl-to-pagadian-pag/,2026-04-22 06:24:02
group ticket booking,IN,India,English,,false,false,false,true,true,true,"AI Overview, Thumbnail, People also ask, Video preview",200,1,0.04,0,0,6,People also ask,https://www.airasia.com/aa/about-us/en/gb/group-bookings-faq.html,2026-03-08 05:13:30
promo ticket manila to cebu 2023,PH,Philippines,English,,false,true,false,true,true,true,"Sitelinks, People also ask",0,22,,0,0,9,,https://www.airasia.com/flights/from-manila-mnl-to-cebu-ceb/,2026-04-22 04:01:32
จอง ตั๋ว เครื่องบิน เลย กรุงเทพ,TH,Thailand,Thai,"Loei (Location), Bangkok (Location)",false,true,false,false,true,true,People also ask,0,0,0.11,0,0,4,,https://www.airasia.com/flights/th/th/from-loei-loe-to-bangkok-dmk/,2026-04-17 01:59:47
www.air asia.com ph,HK,Hong Kong,,"AirAsia (Organization), Philippines (Location)",true,true,true,true,false,false,People also ask,0,75,,0,0,1,,https://www.airasia.com/flights/philippines/,2026-04-13 18:41:06
international departure klia2,MY,Malaysia,,,false,false,false,false,false,false,"AI Overview, Thumbnail, Video preview, People also ask",,0,,0,0,1,AI Overview,https://www.airasia.com/cdn/docs/en-MY-docs/arrival-departure-flyer.pdf,2026-03-26 14:29:19
air asia kolkata to hyderabad flight status today,IN,India,English,AirAsia (Organization),true,true,false,true,false,false,People also ask,0,1,,0,0,1,,https://www.airasia.com/flightstatus/en/gb,2026-04-06 01:53:09
i5 1562 flight status,IN,India,English,I5 1562 (Event),true,false,false,true,false,false,"Sitelinks, People also ask",0,0,,0,0,11,,https://www.airasia.com/flightstatus/,2026-04-12 16:20:47
flight bangkok to davao,US,United States,English,,false,false,false,true,true,false,People also ask,0,0,0.37,0,0,7,,https://www.airasia.com/flights/from-bangkok-suvarnabhumi-bkk-to-davao-dvo/,2026-03-30 03:17:54
tiket pesawat pekanbaru malaysia air asia,ID,Indonesia,Indonesian,"AirAsia (Organization), Pekanbaru (Location), Malaysia (Location)",true,true,false,true,true,true,"People also ask, Thumbnail",0,0,,0,0,1,,https://www.airasia.com/flights/id/id/from-pekanbaru-pku-to-kuala-lumpur-kul/,2026-04-25 17:24:28
superpass airasia,MY,Malaysia,English,"AirAsia (Organization), AirAsia SUPER+ (Product)",true,false,false,true,true,false,"Sitelinks, People also ask, Video preview",0,0,,0,0,1,,https://www.airasia.com/superplus/en/gb/terms-and-conditions/ASEAN-PASS,2026-03-24 20:40:41
airasia agent login,BN,Brunei Darussalam,English,AirAsia (Organization),true,false,true,false,false,false,,0,40,,0,0,1,,https://www.airasia.com/agent/en/gb,2026-03-06 14:37:53
prosedur naik flight terkini,MY,Malaysia,Indonesian,,false,false,false,true,false,false,"Video preview, Sitelinks",0,0,,0,0,8,,https://www.airasia.com/aa/about-us/ms/my/terms-and-conditions-ak.html,2026-04-15 20:54:05
air asia web,MY,Malaysia,English,AirAsia (Organization),true,false,true,false,false,false,Sitelinks,0,70,0.08,0,0,1,,https://www.airasia.com/en/gb,2026-04-10 04:57:55
kaunter airasia kota kinabalu,MY,Malaysia,Malay,"AirAsia Kota Kinabalu Office (Location), Kota Kinabalu (Location)",true,true,false,true,false,false,"Local teaser, People also ask, Sitelinks",0,0,,0,0,3,,https://www.airasia.com/aa/pdf/sales-office/list-of-sales-office.pdf,2026-04-12 14:52:18
manila to gensan promo,PH,Philippines,English,,false,true,false,true,true,false,"Top ads, AI Overview, Thumbnail",0,0,,0,0,5,,https://www.airasia.com/flights/from-manila-mnl-to-general-santos-ges/,2026-04-19 19:21:54
airasia super,TH,Thailand,English,"AirAsia (Organization), AirAsia Super App (Product)",true,false,false,true,true,false,Video preview,0,0,0.24,0,0,3,,https://www.airasia.com/aa/appdownload/th/th/,2026-04-05 14:00:28
airasia sibu office,MY,Malaysia,,,false,false,false,false,false,false,"AI Overview, Thumbnail, People also ask, Sitelinks",,0,,0,0,1,AI Overview,https://www.airasia.com/flights/,2026-04-04 10:26:05
airasia super,AU,Australia,English,"AirAsia (Organization), AirAsia SUPER+ (Product)",true,false,false,true,true,false,"People also ask, Sitelinks",0,18,,0,0,1,,https://www.airasia.com/superplus/en/gb/faq/super-premium,2026-04-01 15:52:53
airbus a320 seats,TH,Thailand,English,Airbus A320 (Product),true,false,false,true,false,false,"AI Overview, Thumbnail, Video preview, People also ask",150,0,0.56,0,0,1,AI Overview,https://www.airasia.com/aa/inflight-comforts/en/gb/seats.html,2026-03-29 04:51:48
airasia gold member,MY,Malaysia,English,"AirAsia (Organization), gold member (Organization)",true,false,false,true,false,false,"Sitelinks, People also ask, Bottom ads, Paid sitelinks",0,0,,0,0,3,,https://www.airasia.com/aa/rewards/en/gb/rewards-membership.html,2026-04-19 17:49:28
airasia first ride promo,MY,Malaysia,English,AirAsia (Organization),true,false,false,true,true,false,"AI Overview, Thumbnail, People also ask, Video preview",0,1,0.03,0,0,1,AI Overview,https://www.airasia.com/promotions/hkmo/,2026-04-22 23:13:19
how to reschedule flight in airasia,PH,Philippines,English,AirAsia (Organization),true,false,false,true,false,false,"AI Overview, Thumbnail, Sitelinks, People also ask, Discussions and forums",0,0,0.02,0,0,1,AI Overview,https://www.airasia.com/aa/self-service-handbook/self-service-via-askbo.html,2026-04-04 14:48:02
akเว็บตรง,TH,Thailand,Thai,AKเว็บตรง (Organization),true,false,true,true,true,true,Video preview,0,32,1.45,0,0,7,,https://www.airasia.com/flightstatus/th/th,2026-04-23 09:24:28
online checkin airasia,ID,Indonesia,English,AirAsia (Organization),true,false,true,false,false,true,"AI Overview, Thumbnail, People also ask, Video preview",0,28,,0,0,1,AI Overview,https://www.airasia.com/aa/mobile-check-in/index.html,2026-04-17 21:30:04
how to cancel airasia ride,MY,Malaysia,English,AirAsia Ride (Product),true,false,false,true,false,true,"People also ask, Discussions and forums",0,0,,0,0,4,,https://www.airasia.com/aa/about-us/en/gb/ride-terms-and-conditions.html,2026-04-25 12:42:57
airasia main office contact number,PH,Philippines,English,AirAsia (Organization),true,false,false,true,false,false,"People also ask, Knowledge panel, Video preview",0,27,,0,0,5,,https://www.airasia.com/aa/pdf/sales-office/list-of-sales-office.pdf,2026-04-05 07:53:32
airasia kolkata to bangalore,IN,India,English,AirAsia (Organization),true,true,false,true,true,true,People also ask,0,0,0.04,0,0,1,,https://www.airasia.com/flights/from-kolkata-ccu-to-bengaluru-blr/,2026-04-22 21:22:10
air asia baggage price,AU,Australia,English,AirAsia (Organization),true,false,false,true,true,false,"AI Overview, Thumbnail, People also ask, Sitelinks",40,1,,0,0,1,AI Overview,https://www.airasia.com/aa/inflight-comforts/en/gb/baggage.html,2026-04-07 10:50:53
air asia baggage price,TH,Thailand,English,AirAsia (Organization),true,false,false,true,true,false,"AI Overview, Thumbnail, People also ask, Sitelinks",30,0,0.42,0,0,1,AI Overview,https://www.airasia.com/aa/inflight-comforts/en/gb/baggage.html,2026-04-26 18:00:27
d7 200 airasia,AU,Australia,English,"AirAsia (Organization), D7200 (Event)",true,false,false,true,false,false,"AI Overview, Thumbnail, People also ask",0,0,,0,0,1,AI Overview,https://www.airasia.com/aa/inflight-comforts/en/gb/seats.html,2026-04-21 12:40:17
air asia customer care malaysia,MY,Malaysia,English,"AirAsia (Organization), Malaysia (Location)",true,true,false,true,false,false,Sitelinks,0,1,,0,0,2,,https://www.airasia.com/aa/pdf/sales-office/list-of-sales-office.pdf,2026-03-30 05:08:06
airasia route map 2023,MY,Malaysia,English,AirAsia (Organization),true,false,false,true,false,false,"Sitelinks, Thumbnail, People also ask",0,3,,0,0,2,,http://www.airasia.com/site/my/en/page.jsp?name=Route+Map&id=1b04a6d8-ac1e00ae-511e0a00-167ce76f,2026-04-01 12:51:02
online checkin airasia,TH,Thailand,English,AirAsia (Organization),true,false,true,false,false,true,"Sitelinks, People also ask",0,0,,0,0,1,,https://www.airasia.com/check-in/en/gb,2026-03-21 13:15:02
airasia route map 2023,AU,Australia,English,AirAsia (Organization),true,false,false,true,false,false,"Sitelinks, People also ask",0,1,,0,0,1,,http://www.airasia.com/site/my/en/page.jsp?name=Route+Map&id=1b04a6d8-ac1e00ae-511e0a00-167ce76f,2026-04-24 12:23:28
airasia airport kuching contact number,MY,Malaysia,English,"AirAsia (Organization), Kuching International Airport (Location)",true,true,false,true,false,false,People also ask,0,0,,0,0,3,,https://www.airasia.com/aa/pdf/sales-office/list-of-sales-office.pdf,2026-04-21 14:45:23
airasia delhi to ranchi flight status today,IN,India,English,AirAsia (Organization),true,true,false,true,false,false,"People also ask, Sitelinks",0,0,0.10,0,0,1,,https://www.airasia.com/flightstatus/en/gb,2026-04-13 03:10:50
ojol airasia,ID,Indonesia,Indonesian,AirAsia (Organization),true,false,false,true,false,false,"People also ask, Video preview",0,0,0.02,0,0,1,,https://www.airasia.com/aa/driver-rider/id/id/,2026-04-27 02:34:27
air asia baggage price,PH,Philippines,English,AirAsia (Organization),true,false,false,true,true,false,"AI Overview, Thumbnail, People also ask, Sitelinks",150,1,0.02,0,0,1,AI Overview,https://www.airasia.com/aa/pdf/about-us/fee-charges-z2.pdf,2026-04-08 19:56:57
ค่าเครื่องบินหาดใหญ่-กรุงเทพ,TH,Thailand,Thai,Hat Yai-Bangkok (Event),false,true,false,true,true,false,"People also ask, Video preview, Bottom ads, Paid sitelinks",0,0,0.04,0,0,7,,https://www.airasia.com/flights/th/th/from-hat-yai-hdy-to-bangkok-bkk/,2026-04-16 13:44:31
daftar harga tiket pesawat hongkong jakarta,HK,Hong Kong,Indonesian,Hong Kong Jakarta (Event),false,false,false,true,true,false,Featured snippet,0,0,,0,0,9,,https://www.airasia.com/flights/id/id/from-hong-kong-hkg-to-jakarta-cgk/,2026-04-13 00:06:52
air asia services,MY,Malaysia,English,AirAsia (Organization),true,false,false,true,false,false,"AI Overview, Thumbnail, Sitelinks, People also ask",0,60,,0,0,1,AI Overview,https://www.airasia.com/aa/self-service-handbook/self-service-via-askbo.html,2026-03-31 21:25:38
z2 614,PH,Philippines,,Z2 614 (Event),true,false,false,true,false,false,Sitelinks,0,0,,0,0,7,,https://www.airasia.com/flightstatus/,2026-03-27 00:08:52
cpcm full form in air asia,IN,India,English,AirAsia (Organization),true,false,false,true,false,false,"People also ask, Sitelinks",0,3,,0,0,8,,https://www.airasia.com/aa/inflight-comforts/en/gb/baggage.html,2026-03-28 03:15:02
