Keyword,Country,Location,Language,Entities,Branded,Local,Navigational,Informational,Commercial,Transactional,SERP features,Volume,KD,CPC,Organic traffic,Paid traffic,Current position,Current position kind,Current URL,Updated
cruise to png from brisbane,AU,Australia,English,"Papua New Guinea (Location), Brisbane (Location)",false,true,false,true,true,false,"Top ads, Paid sitelinks, AI Overview, Thumbnail, People also ask, Video preview, Bottom ads",50,0,,0,0,1,AI Overview,https://www.cruise1st.com.au/destinations/papua-new-guinea,2026-05-05 08:18:53
1st cruise 2023,AU,Australia,English,,false,false,false,true,true,false,"Sitelinks, Video preview, People also ask",0,0,0.55,0,0,1,,https://www.cruise1st.com.au/cruises/exclusive-cruise-deals,2026-04-26 09:54:53
unsold luxury cruise tickets,AU,Australia,English,,false,false,false,true,true,true,"Sitelinks, People also ask, Discussions and forums",0,5,,0,0,3,,https://www.cruise1st.com.au/cruises/last-minute-cruises,2026-05-11 05:56:36
pacific island cruises from auckland 2023,AU,Australia,English,Auckland (Location),false,true,false,true,true,false,Sitelinks,0,0,0.58,0,0,9,,https://www.cruise1st.com.au/cruise/south-pacific-from-auckland-new-zealand-with-the-carnival-adventure-18557495,2026-04-22 14:17:28
cruises out of adelaide 2024,AU,Australia,English,Adelaide (Location),false,true,false,true,true,false,"Sitelinks, Thumbnail, People also ask",0,2,,0,0,8,,https://www.cruise1st.com.au/cruises/cruises-from-adelaide,2026-04-19 17:36:51
cruise to fiji from sydney 2024,AU,Australia,English,"Fiji (Location), Sydney (Location)",false,true,false,true,true,false,"Bottom ads, Paid sitelinks",0,0,,0,0,2,,https://www.cruise1st.com.au/sydney-to-fiji-cruises,2026-04-29 15:06:12
easter cruise 2024 from melbourne,AU,Australia,English,Melbourne (Location),false,true,false,true,true,false,Sitelinks,0,4,,0,0,10,,https://www.cruise1st.com.au/3-day-cruises-from-melbourne,2026-05-05 17:38:44
cruise fremantle to cairns,AU,Australia,English,"Fremantle (Location), Cairns (Location)",false,true,false,true,true,false,Sitelinks,0,0,0.29,0,0,6,,https://www.cruise1st.com.au/cruises-from-fremantle,2026-04-25 16:53:47
singapore to sydney cruise 2024,AU,Australia,English,,false,false,false,true,true,false,"AI Overview, People also ask",0,0,0.40,0,0,4,,https://www.cruise1st.com.au/singapore-to-sydney-cruises,2026-05-06 17:14:26
melbourne to sydney cruise 2023,AU,Australia,English,,false,true,false,true,true,false,"Sitelinks, People also ask",0,0,0.45,0,0,4,,https://www.cruise1st.com.au/zones/cruises-from-melbourne,2026-04-20 20:56:32
cruise brisbane to hawaii 2024,AU,Australia,English,"Brisbane (Location), Hawaii (Location)",false,true,false,true,true,false,"Sitelinks, People also ask",0,0,0.51,0,0,2,,https://www.cruise1st.com.au/hawaii-cruises-from-brisbane,2026-04-19 17:58:33
cruise sydney to tokyo 2024,AU,Australia,English,,false,false,false,true,true,false,"Thumbnail, Sitelinks, People also ask",0,0,,0,0,10,,https://www.cruise1st.com.au/cruise/japan-from-sydney-australia-with-the-grand-princess-17844817,2026-04-28 17:15:20
what is a repositioning cruise,AU,Australia,English,,false,false,false,true,false,false,"AI Overview, Thumbnail, Top ads, People also ask, Video preview",50,2,,0,0,1,AI Overview,https://www.cruise1st.com.au/destinations/repositioning,2026-04-20 19:50:08
cruisesale finder,AU,Australia,English,,false,false,false,true,true,false,"Top ads, Sitelinks, People also ask",0,2,,0,0,3,,https://www.cruise1st.com.au/cruise-sale-finder,2026-04-27 19:31:54
cruise april 2024 from sydney,AU,Australia,English,Sydney (Location),false,true,false,true,true,false,Sitelinks,0,6,,0,0,9,,https://www.cruise1st.com.au/cruises/cruises-from-sydney,2026-05-05 03:48:32
cruises from sydney dec 2023,AU,Australia,English,Sydney (Location),false,true,false,true,true,false,Sitelinks,0,18,0.46,0,0,4,,https://www.cruise1st.com.au/cruises/december-cruises,2026-05-11 03:15:38
cruises australia december 2023,AU,Australia,English,Australia (Location),false,true,false,true,true,false,"Sitelinks, People also ask",0,9,,0,0,3,,https://www.cruise1st.com.au/cruises/december-cruises,2026-05-06 03:05:03
april 2024 cruises from sydney,AU,Australia,English,Sydney (Location),false,true,false,true,true,false,"Sitelinks, People also ask",0,10,,0,0,9,,https://www.cruise1st.com.au/cruises/cruises-from-sydney,2026-04-26 10:31:02
cruises from brisbane christmas 2023,AU,Australia,English,Brisbane (Location),false,true,false,true,true,false,"Sitelinks, Thumbnail, People also ask, Bottom ads, Paid sitelinks",0,0,0.40,0,0,6,,https://www.cruise1st.com.au/christmas-cruises-from-brisbane,2026-04-24 11:41:54
cruises from australia december 2024,AU,Australia,English,Australia (Location),false,false,false,true,true,false,Sitelinks,0,46,,0,0,6,,https://www.cruise1st.com.au/cruises/december-cruises,2026-04-24 01:59:13
march 2024 cruises from sydney,AU,Australia,English,Sydney (Location),false,true,false,true,true,false,"People also ask, Sitelinks, Bottom ads, Paid sitelinks",0,10,,0,0,2,,https://www.cruise1st.com.au/cruises/cruises-from-sydney,2026-04-29 02:05:28
norway sun,AU,Australia,English,Norway (Location),false,false,false,true,false,false,"AI Overview, Image pack, People also ask",10,7,,0,0,1,AI Overview,https://www.cruise1st.com.au/cruise-ship/norwegian-sun,2026-05-08 23:43:54
melbourne to new zealand cruise 2024,AU,Australia,English,"Melbourne (Location), New Zealand (Location)",false,true,false,true,true,false,"Sitelinks, Thumbnail, People also ask",0,0,0.45,0,0,11,,https://www.cruise1st.com.au/cruises-from-melbourne-to-new-zealand,2026-04-22 05:52:02
cruises from australia to europe 2024,AU,Australia,English,Europe (Location),false,false,false,true,true,false,"Sitelinks, People also ask",0,5,0.46,0,0,11,,https://www.cruise1st.com.au/destinations/europe,2026-04-26 15:00:07
cruise over christmas 2023,AU,Australia,English,Christmas (Event),false,false,false,true,true,false,"Sitelinks, People also ask",0,0,0.52,0,0,8,,https://www.cruise1st.com.au/cruises/december-cruises,2026-05-02 11:44:02
cruise tasmania 2024,AU,Australia,English,Tasmania (Location),false,true,false,true,true,false,"Thumbnail, People also ask, Sitelinks",0,0,,0,0,10,,https://www.cruise1st.com.au/cruises/cruises-from-tasmania,2026-05-02 09:09:02
cruise from brisbane june 2024,AU,Australia,English,Brisbane (Location),false,true,false,true,true,false,Sitelinks,0,1,,0,0,10,,https://www.cruise1st.com.au/cruises/june-cruises,2026-05-09 17:19:42
cruise from hawaii to sydney 2024,AU,Australia,English,"Hawaii (Location), Sydney (Location)",false,true,false,true,true,true,"Sitelinks, People also ask, Discussions and forums",0,0,0.52,0,0,2,,https://www.cruise1st.com.au/honolulu-to-sydney-cruises,2026-05-02 22:50:59
cruises from sydney to perth 2024,AU,Australia,English,"Sydney (Location), Perth (Location)",false,true,false,true,true,false,"Sitelinks, Thumbnail, People also ask",0,0,,0,0,11,,https://www.cruise1st.com.au/cruises/cruises-from-sydney,2026-05-07 09:04:05
cruises in january 2024 from sydney,AU,Australia,English,Sydney (Location),false,true,false,true,true,false,Sitelinks,0,33,,0,0,8,,https://www.cruise1st.com.au/cruises/cruises-from-sydney,2026-04-21 20:01:32
cruises from sydney in july 2024,AU,Australia,English,Sydney (Location),false,true,false,true,true,false,"People also ask, Thumbnail, Sitelinks",0,11,,0,0,5,,https://www.cruise1st.com.au/cruises/cruises-from-sydney,2026-04-26 13:47:53
brisbane to sydney cruise 2024,AU,Australia,English,Brisbane to Sydney cruise (Work),false,true,false,true,true,true,Sitelinks,0,8,,0,0,8,,https://www.cruise1st.com.au/cruise-from-brisbane-to-sydney,2026-05-09 07:53:00
cruises from singapore january 2024,AU,Australia,English,Singapore (Location),false,true,false,true,true,false,,0,3,0.37,0,0,6,,https://www.cruise1st.com.au/cruises/cruises-from-singapore,2026-04-25 10:08:55
australia day 3 day cruise,AU,Australia,English,Australia Day (Event),false,false,false,true,true,false,,0,2,,0,0,5,,https://www.cruise1st.com.au/3-day-cruise-from-sydney,2026-05-07 17:41:55
cruises to vanuatu,AU,Australia,English,Vanuatu (Location),false,false,false,true,true,false,"AI Overview, People also ask, Discussions and forums, Bottom ads, Paid sitelinks",300,0,0.19,0,0,8,People also ask,https://www.cruise1st.com.au/destinations/south-pacific/luganville,2026-04-29 02:48:08
cruises from singapore february 2024,AU,Australia,English,Singapore (Location),false,true,false,true,true,false,"Thumbnail, People also ask, Bottom ads, Paid sitelinks",0,2,,0,0,6,,https://www.cruise1st.com.au/cruises/cruises-from-singapore,2026-04-14 11:35:28
cruises from sydney feb 2024,AU,Australia,English,Sydney (Location),false,true,false,true,true,false,"Sitelinks, People also ask, Bottom ads, Paid sitelinks",0,12,0.45,0,0,11,,https://www.cruise1st.com.au/cruises/cruises-from-sydney,2026-04-27 18:09:04
cruises march 2024 australia,AU,Australia,English,Australia (Location),false,true,false,true,true,false,Sitelinks,0,21,,0,0,5,,https://www.cruise1st.com.au/cruises/cruises-from-sydney,2026-04-29 02:09:47
cruise brisbane to tasmania 2024,AU,Australia,English,,false,true,false,true,true,false,"Top ads, Thumbnail, Sitelinks, People also ask, Bottom ads, Paid sitelinks",0,0,,0,0,1,,https://www.cruise1st.com.au/tasmania-cruises-from-brisbane,2026-04-29 21:44:41
cook island cruises 2024,AU,Australia,English,,false,false,false,true,true,false,"Sitelinks, People also ask",0,0,,0,0,5,,https://www.cruise1st.com.au/cruises/cook-islands,2026-04-24 20:26:20
cruises in australia 2023,AU,Australia,English,Australia (Location),false,true,false,true,true,false,"Sitelinks, People also ask, Video preview",0,12,0.56,0,0,7,,https://www.cruise1st.com.au/,2026-04-10 03:42:17
brisbane to hawai,AU,Australia,English,"Brisbane (Location), Hawaii (Location)",false,true,false,true,true,false,"AI Overview, Thumbnail, People also ask",20,0,,0,0,1,AI Overview,https://www.cruise1st.com.au/hawaii-cruises-from-brisbane,2026-04-27 16:02:17
sydney to london cruise 2024,AU,Australia,English,,false,false,false,true,true,false,"Sitelinks, People also ask, Thumbnail",0,0,0.46,0,0,2,,https://www.cruise1st.com.au/cruise/london-scandinavia-the-baltic-17739824,2026-05-02 20:28:41
best time to cruise south pacific from australia,AU,Australia,English,"South Pacific (Location), Australia (Location)",false,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Sitelinks, Discussions and forums",30,0,0.65,0,0,1,AI Overview,https://www.cruise1st.com.au/destinations/south-pacific,2026-04-14 14:10:24
cruise brisbane to fremantle 2024,AU,Australia,English,,false,true,false,true,true,false,"People also ask, Sitelinks",0,1,0.45,0,0,8,,https://www.cruise1st.com.au/cruises-to-perth,2026-05-11 01:52:28
cruise from cairns 2024,AU,Australia,English,Cairns (Location),false,true,false,true,true,false,"Thumbnail, Sitelinks, People also ask",0,2,,0,0,2,,https://www.cruise1st.com.au/cruises/cruises-from-cairns,2026-05-06 22:12:05
australian cruises 2024 from melbourne,AU,Australia,English,Melbourne (Location),false,true,false,true,true,false,"AI Overview, Sitelinks, People also ask",0,21,,0,0,11,,https://www.cruise1st.com.au/cruises/short-cruises,2026-04-14 21:41:43
cruises december 2023 from sydney,AU,Australia,English,Sydney (Location),false,true,false,true,true,false,"Top ads, Paid sitelinks, Sitelinks, People also ask",0,35,0.46,0,0,5,,https://www.cruise1st.com.au/cruises/december-cruises,2026-04-29 04:41:28
ferry repositioning,AU,Australia,English,,false,false,false,true,true,false,"People also ask, Discussions and forums, Thumbnail, Bottom ads, Paid sitelinks",0,1,,0,0,9,,https://www.cruise1st.com.au/destinations/repositioning,2026-04-28 15:44:53
cruises in december 2023 from sydney,AU,Australia,English,Sydney (Location),false,true,false,true,true,false,"Sitelinks, People also ask",0,6,0.60,0,0,4,,https://www.cruise1st.com.au/cruises/december-cruises,2026-05-04 08:02:46
qld cruises 2023,AU,Australia,English,QLD Cruises (Event),false,true,false,true,true,false,Sitelinks,0,2,0.45,0,0,10,,https://www.cruise1st.com.au/cruises/short-cruises,2026-04-21 15:41:02
cruise new zealand to australia,AU,Australia,English,"New Zealand (Location), Australia (Location)",false,false,false,true,true,false,"AI Overview, Thumbnail, People also ask, Video preview",20,2,0.46,0,0,1,AI Overview,https://www.cruise1st.com.au/destinations/new-zealand,2026-04-18 17:38:02
fremantle to singapore cruise 2024,AU,Australia,English,,false,true,false,true,true,false,"Sitelinks, People also ask",0,0,0.37,0,0,3,,https://www.cruise1st.com.au/cruise-fremantle-to-singapore,2026-04-20 18:01:03
cruises from sydney june 2023,AU,Australia,English,Sydney (Location),false,true,false,true,true,false,Sitelinks,0,6,0.54,0,0,6,,https://www.cruise1st.com.au/cruises/june-cruises,2026-05-09 12:03:41
cruise january 2024 from sydney,AU,Australia,English,Sydney (Location),false,true,false,true,true,false,"Sitelinks, Video preview",0,7,0.46,0,0,10,,https://www.cruise1st.com.au/cruises/cruises-from-sydney,2026-05-04 17:11:53
3 day cruises qld,AU,Australia,English,Queensland (Location),false,true,false,true,true,false,People also ask,0,1,,0,0,4,,https://www.cruise1st.com.au/short-cruises-from-brisbane,2026-04-30 06:51:03
cruise perth to sydney 2024,AU,Australia,English,,false,true,false,true,true,false,AI Overview,0,0,,0,0,7,,https://www.cruise1st.com.au/cruises-from-perth-to-sydney,2026-05-06 14:21:14
cruises jan 24,AU,Australia,English,,false,false,false,true,true,false,,0,31,0.45,0,0,4,,https://www.cruise1st.com.au/cruises/january-cruises,2026-04-22 08:08:45
sydney cruise january 2024,AU,Australia,English,Sydney (Location),false,true,false,true,true,false,Sitelinks,0,6,,0,0,10,,https://www.cruise1st.com.au/cruises/cruises-from-sydney,2026-04-23 10:42:58
cruises from sydney november 2023,AU,Australia,English,Sydney (Location),false,true,false,true,true,false,"Sitelinks, People also ask",0,34,0.45,0,0,8,,https://www.cruise1st.com.au/cruises/november-cruises,2026-05-04 04:28:34
singapore to brisbane cruise 2024,AU,Australia,English,,false,false,false,true,true,false,"Sitelinks, People also ask",0,0,0.45,0,0,6,,https://www.cruise1st.com.au/cruise-from-singapore-to-brisbane,2026-04-24 08:43:11
cruise in 2023,AU,Australia,English,,false,false,false,true,true,false,"People also ask, Video preview, Thumbnail",0,1,0.46,0,0,5,,https://www.cruise1st.com.au/cruises,2026-04-21 08:54:35
cruise from sydney to vancouver 2024,AU,Australia,English,"Sydney (Location), Vancouver (Location)",false,true,false,true,true,false,Sitelinks,0,4,,0,0,7,,https://www.cruise1st.com.au/destinations/north-america/vancouver,2026-05-03 11:13:32
pacific cruise from melbourne,AU,Australia,English,Melbourne (Location),false,true,false,true,true,false,"AI Overview, Thumbnail, People also ask",0,2,,0,0,9,,https://www.cruise1st.com.au/cheap-cruises-from-melbourne,2026-05-07 00:20:21
3 day cruise from sydney 2023,AU,Australia,English,Sydney (Location),false,true,false,true,true,false,Sitelinks,0,1,0.45,0,0,3,,https://www.cruise1st.com.au/3-day-cruise-from-sydney,2026-04-24 04:30:29
cruises departing sydney march 2024,AU,Australia,English,Sydney (Location),false,true,false,true,true,false,Sitelinks,0,5,,0,0,8,,https://www.cruise1st.com.au/cruises/cruises-from-sydney,2026-05-05 22:03:03
one-way cruise from australia to new zealand,AU,Australia,English,"Australia (Location), New Zealand (Location)",false,false,false,true,true,false,"AI Overview, People also ask, Discussions and forums",0,0,0.45,0,0,6,,https://www.cruise1st.com.au/cruise-from-australia-to-new-zealand,2026-05-10 15:39:06
cruises sydney to asia 2023,AU,Australia,English,,false,true,false,true,true,false,"Top ads, Sitelinks",0,0,,0,0,2,,https://www.cruise1st.com.au/asia-cruises-from-sydney,2026-04-09 17:51:53
perth to broome cruise 2023,AU,Australia,English,Perth to Broome (Event),false,true,false,true,true,false,"Thumbnail, Sitelinks, People also ask",0,0,0.38,0,0,3,,https://www.cruise1st.com.au/cruise-perth-to-broome,2026-04-28 16:13:53
cruises australia july 2023,AU,Australia,English,Australia (Location),false,true,false,true,true,false,"Sitelinks, People also ask",0,19,,0,0,7,,https://www.cruise1st.com.au/cruises/july-cruises,2026-04-28 02:23:32
cruises from brisbane to hawaii 2023,AU,Australia,English,"Brisbane (Location), Hawaii (Location)",false,true,false,true,true,false,"Sitelinks, People also ask",0,0,0.42,0,0,2,,https://www.cruise1st.com.au/hawaii-cruises-from-brisbane,2026-04-27 20:28:58
cruise october 2023 australia,AU,Australia,English,Australia (Location),false,true,false,true,true,false,"Sitelinks, People also ask",0,8,0.46,0,0,3,,https://www.cruise1st.com.au/cruises/october-cruises,2026-05-06 13:44:11
2 night cruise from sydney 2024,AU,Australia,English,Sydney (Location),false,true,false,true,true,false,Sitelinks,0,6,,0,0,1,,https://www.cruise1st.com.au/2-night-cruises-from-sydney,2026-04-18 06:37:47
cruises july 2024 from australia,AU,Australia,English,,false,false,false,true,true,false,"AI Overview, Sitelinks",0,65,,0,0,11,,https://www.cruise1st.com.au/cruises/july-cruises,2026-04-27 23:17:59
cruise to moreton island 2024,AU,Australia,English,Moreton Island (Location),false,true,false,true,true,false,"Sitelinks, People also ask, Video preview",0,0,,0,0,8,,https://www.cruise1st.com.au/destinations/australia/moreton-island,2026-04-22 19:27:02
